record_manager,company,phone,address1,city,state,zipcode,website,industry,company_email
Stitch Mitchell,Darrington Bluegrass Festival,,PO Box -519,Darrington,WA,98241,darringtonbluegrass.com,,
House,Darrington Rodeo,,,Darrington,WA,,,,
Deanna Sigel,Darrows Carpets,,27028 99th Ave NW,Stanwood,WA,,https://darrowscarpet.com/,,
Deanna Sigel,Day and Nite Plumbing and Heating,(425) 775-6464,16614 13th Avenue West,Lynnwood,WA,98037,https://dayandnite.net/,,
House,Dealership Glass,,12531 30th Ave NE,Seattle,WA,98125,,,
Deanna Sigel,Dentists of Mukilteo,(425) 374-1136,,Mukilteo,WA,,,,
Chuck Maylin,Despi Delite Bakery,,3715 Broadway,Everett,WA,98201,http://despidelitebakery.com/,,
House,Devito/Verdi,,100 5th ave,New York,NY,10011,,,
Maury Eskenazi,"DH - Public relations, advertising,",(509) 444-2350,315 West Riverside,Spokane,WA,99201,https://www.wearedh.com/,,emilyd@wearedh.com
House,Diedrich Espresso,(425) 339-2213,1532 Broadway,Everett,WA,98201,http://www.diedrichespresso.com/,,
Amp Harrell,Dino Transfers,(425) 488-9600,10038 Main Street,Bothell,WA,98011,dinotransfer.com,Communication,artwork@dinotransfer.com
House,Dixon Schwabl,,,,WA,,,,
House,DNA,,1301 5th Av,Seattle,WA,98101,www.dnaseattle.com,,
Amp Harrell,Domestic Violence Services of Snohomish County,,P.O. Box 7,Everett,WA,98206-0007,http://dvs-snoco.org,,
House,Done Right Plumbing,(425) 245-7552,20410 S Danvers Rd,Lynnwood,WA,98036,https://donerightplumber.com/,,DoneRight001@gmail.com
Deanna Sigel,Doodlebug Sportz,,"3813 Rucker Ave., Suite 2",Everett,WA,98201,www.doodlebugsportz.com,,
Maury Eskenazi,Double Z Media,,,,WA,,,,
House,Downtown Arlington Business Assn,(360) 631-6076,"526 N West Avenue,",Arlington,WA,98223,arlingtonwa.org,,cristyb19@gmail.com
Deanna Sigel,Downtown Everett Association,,POB 748,Everett,WA,98206,www.downtowneverettwa.org,,
House,Dreadnought Brewing,(360) 863-2479,"16726 146th St SE, Ste 153",Monroe,WA,98272,http://dreadnoughtbrewing.com,,
House,Dump It Junk Removal,(877) 386-7695,16212 Bothell-Everett HWY,Mill Creek,WA,98012,https://www.dump-it.com/,,info@dump-it.com
House,Dunlap Industrial Hardware,(425) 339-2666,1028 West Marine Dr.,Everett,WA,98201,http://www.dunlapindustrial.com/,,
Amp Harrell,Dunn Lumber,,"3801 Latona Ave NE",Seattle,WA,98145,https://www.dunnlumber.com/,,
House,Dusty Cellars Winery,(360) 387-2729,529 Michael Way,Camano Island,WA,98282,dustycellars.com,,
Deanna Sigel,Dwayne Lane Auto Centers,(888) 444-5263,10515 Evergreen Way,Everett,WA,98204,www.dwaynelane.com,,info@dwaynelane.com
Stitch Mitchell,dwell Mortage,,2707 Colby #1212,Everett,WA,98201,dwellmtg.com,,
House,Dynamic Computing,(206) 284-6200,123 Northwest 36th St,Seattle,WA,98107,www.dyncomputing.com,Computers/High Tech,hello@dyncomputing.com
Amp Harrell,E and J Build,(425) 381-3201,,,,,https://www.eandjbuild.com/,Construction,
House,Eclectik Salon,,2707 Colby AVE Suite D,Everett,WA,98201,eclectiksalon.com,,
Stitch Mitchell,Economic Alliance of Snohomish County,,808 134th Street SW #101,Everett,WA,98204,economicalliancesc.org,,
Stitch Mitchell,Economic Alliance of Snohomish County,(425) 743-4567,808 134th Street SW #101,Everett,WA,98204,economicalliancesc.org,,nfo@economicalliancesc.org
Stitch Mitchell,Economic Alliance of Snohomish County,,808 134th Street SW #101,Everett,WA,98204,economicalliancesc.org,,
House,Eden Health,(360) 599-7179,"316 E. McLeod Rd, Ste. 101",Bellingham,WA,98226,www.eden-homehealth.com/mount-vernon,Healthcare/Medical,
Stitch Mitchell,Edmonds Center for the Arts,(425) 275-4485,410 Fourth Avenue N,Edmonds,WA,98020,edmondscenterforthearts.org,,boxoffice@ec4arts.org
Chuck Maylin,Edmonds Chamber of Commerce,(425) 670-1496,121 5th Ave N,Edmonds,WA,98020,http://www.edmondswa.com/,,business@edmondswa.com
Stitch Mitchell,Edmonds Community College,,20000 68th Ave W,Lynnwood,WA,98036-5999,www.edcc.edu,,
Stitch Mitchell,Edmonds School District Foundation,(425) 431-7260,20420 68th Avenue West,Lynnwood,WA,98036-7400,foundationesd.org,,Deb@foundationesd.org
Stitch Mitchell,Edmonds Yacht Club,(425) 778-5499,326 Admiral Way,Edmonds,WA,98020,edmondsyachtclub.com,,rentals@edmondsyachtclub.com
Maury Eskenazi,Edward Jones Investments,,437 N Olympic Ave Ste A,Arlington,WA,98223,,,
Deanna Sigel,Einar Johansen Insulation and Glass,,922 N 128th St,Seattle,WA,98133,ejseattle.com,,
House,El Paraiso Mexican Grill,,2801 Colby Avenue,Everett,WA,98201,http://www.elparaisomexicangrill.com/,,
Deanna Sigel,"Elder Law Offices Myers, Neubeck & Hulford",(360) 647-8846,1511 26th St,Everett,WA,98201,www.elderlaw-nw.com/contact-us/,Legal,
Chuck Maylin,Electronic Business Machines,(425) 742-2244,802 134 ST SW,Everett,WA,98204,www.ebmco.com,,
Amp Harrell,Element 7,,,,WA,,,,
Maury Eskenazi,Elemental Cider,(360) 294-8518,6015 180th St. NE #101,"Arlington,",WA,98223,https://www.elementalhardcider.com/,,info@elementalhardcider.com
Deanna Sigel,Elite Roofing and Remodel,,16510 St Rte 9 SE Ste #D,Snohomish,WA,98296,https://www.eliteroofingnw.com/,,
House,Ellen Hiatt Consulting,,,Darrington,WA,,www.ellenhiatt.com,,
Stitch Mitchell,Ellensburg Rodeo,(509) 607-4721,609 North Main,Ellensburg,WA,98926,http://ellensburgrodeo.com/,,
Maury Eskenazi,Emerald Downs,(253) 288-7000,,Everett,WA,,emeralddowns.com,,
Amp Harrell,Energy Exteriors NW,,17905 Bothell Everett Hwy,Bothell,WA,98012,https://www.energyexteriorsnw.com/,Retail / Consumer Goods,info@EnergyExteriorsNW.com
House,Epic Ford,,5200 Evergreen Way,Everett,WA,98023,http://www.epicfordnw.com/,Automotive / Aerospace,
Stitch Mitchell,Epulo Bistro,,190 Sunset,Edmonds,WA,98020,epulobistro.com,Restaurant,info@epulobistro.com
Deanna Sigel,Erickson Furniture Co,(425) 259-3876,2015 Broadway,Everett,WA,98201,www.ericksonfurniture.com,,
Amp Harrell,ESC Mattress Center,(425) 512-0017,10121 Evergreen Way Suite 30,Everett,WA,98204,http://www.escmattresscenter.com/,,
Deanna Sigel,Ethan home Repair and Remodeling LLC,,"313 Heather Rd,","Everett, WA",WA,98203,https://www.dandb.com/businessdirectory/ethanhomerepairandremodelingllc-everett-wa-27216164.html,,
Chuck Maylin,Everett AquaSox,(425) 252-5100,3802 Broadway,Everett,WA,98201,www.aquasox.com,,
Maury Eskenazi,Everett Bone and Joint,(425) 339-2433,1100 Pacific Ave,Everett,WA,,www.ebjproliancesurgeons.com,,info@ebjproliancesurgeons.com
House,Everett Calvary Lutheran Church,(425) 252-6775,1711 26th St,Everett,WA,98201,http://www.everettcalvarylutheranchurch.com/,,
Amp Harrell,Everett Clinic,,3901 Hoyt Ave.,Everett,WA,98201,https://www.everettclinic.com/,,
House,Everett Community College,(425) 388-9100,2000 Tower St.,Everett,WA,98201,www.everettcc.edu,,
Amp Harrell,Everett Farmer's Market,(425) 422-5656,PO Box 120,Everett,WA,98201,http://everettfarmersmarket.com/,,
Maury Eskenazi,Everett Film Festival,(425) 210-2939,3616 Colby Ave #10,Everett,WA,98201,http://everettfilmfest.org/,,
House,Everett Fire Department,,2930 Wetmore Av,Everett,WA,98201,,,
Maury Eskenazi,Everett Handyman Service,,8332 9th ST NE,Lake Stevens,WA,,,,
Maury Eskenazi,Everett Mall,,1402 SE Everett Mall Way,Everett,WA,98208,www.shopeverettmall.com,,
Stitch Mitchell,Everett Music Initiative,,"3608 Norton Avenue",98201,WA,,http://www.everettmusicinitiative.com/,,
House,Everett Music Initiative,,3608 Norton Avenue,98201,WA,,http://www.everettmusicinitiative.com/,,everettmusicinitiative@gmail.com
House,Everett Optometry Clinic,,3700 Colby Avenue,Everett,WA,98201,http://www.everettoptometry.com/,,
House,Everett Philharmonic,,2415 Colby Ave,Everett,WA,98201,http://www.everettphil.org/,,
House,Everett Rowing Association,(425) 345-5138,P.O. Box 1774,Everett,WA,98206,everettrowing.com,,director@everettrowing.com
House,Everett Safe and Lock,(425) 258-1422,5108 Evergreen Way,Everett,WA,98203,https://everettsafeandlock.com/,,info@everettsafeandlock.com
Stitch Mitchell,Everett Sausage Festival,,2619 Cedar Avenue,Everett,WA,98201,www.everettsausagefest.com,,
Chuck Maylin,Everett Silvertips Hockey Club,(425) 252-5100,"2000 Hewitt Avenue, Suite 100",Everett,WA,98201,www.everettsilvertips.com,,info@everettsilvertips.com
Maury Eskenazi,Everett Skate Deck,,9700 19th Ave SE,"Everett,",WA,98208,http://www.everettskatedeck.com/,,
Deanna Sigel,Everett Station,(425) 257-7777,"3201 Smith Avenue",Everett,WA,98201,http://everetttransit.org/148/Everett-Station,,ETmail@everettwa.gov
