record_manager,company,phone,address1,city,state,zipcode,website,industry,company_email
Amp Harrell,Mercedes Benz of Seattle,,2025 Airport Way S,Seattle,WA,,www.mbseattle.com,,
House,Merrill Lynch,,"2707 Colby Avenue, Suite 1401",Everett,WA,98201,http://www.wealthmanagement.ml.com/wm/pages/custombranch.aspx?branchcode=050285,,
Deanna Sigel,MFH Construction NW,,,Camano Island,WA,98282,mfhconstructionnw.com,,
Deanna Sigel,MG Construction,,,Oak Harbor,WA,,,,mgconstructionpnw@gmail.com
Chuck Maylin,Michael's Automotive Group,(425) 455-9500,3080 148th Av SE,Bellevue,WA,98007,,,
Chuck Maylin,Mill Creek Chamber of Commerce,,13300 Bothell-Everett Hwy,Mill Creek,WA,98012,www.millcreekchamber.com,,
House,Mill Creek Retirement Community,(425) 877-7940,14905 Bothell Everett HWY,Mill Creek,WA,98012,www.happylivingbycogir.com,,
Deanna Sigel,Mill Creek Skin Laser,(425) 316-8200,"15111 Main Street, A101 & A201",Mill Creek,WA,98012,http://millcreekskinlaser.com/,,skincare@millcreekskinlaser.com
House,Mill Creek Town Center Business Association,(425) 525-4206,PO Box 12626,Mill Creek,WA,98082,https://millcreektowncenter.biz,,info@millcreektowncenter.biz
House,Mill Town Credit Union,(425) 252-5139,3102 Broadway Avenue,Everett,WA,98201,milltowncu.org,,
Chuck Maylin,Modern Home Furniture,,716 SE Everett Mall Way,Everett,WA,98208,https://www.modernhomefurniture.com/,,
Maury Eskenazi,Monroe Chamber of Commerce,,125 Lewis St. Monroe,Monroe,WA,98272,choosemonroe.com,,director@choosemonroe.com
Amp Harrell,Monroe Pizza and Pint,,349 Butler Ave,Monroe,WA,98272,https://www.monroepizzaandpints.com/,,
Amp Harrell,Mor Furniture,(360) 653-5732,17016 Twin Lakes Avenue,Marysville,WA,98271,https://www.morfurniture.com/store/smokey-point,Retail / Consumer Goods,customerservice@morfurniture.com
Deanna Sigel,Motoplex,,17900 Wa -99 #100,Lynnwood,WA,98037,https://motoplex.net/,,
House,Mountain Pacific Bank,(425) 263-3522,3732 Broadway,Everett,WA,98201,https://www.mountainpacificbank.com/,,info@mp.bank
Deanna Sigel,Mr. Handyman,(425) 292-6300,10121 Evergreen Way,Everett,WA,98204,https://www.mrhandyman.com/everett/?L=true#~P5b3J82,,https://www.mrhandyman.com/everett/?L=true#~P5b3J82
Chuck Maylin,Mukilteo Chamber of Commerce,,"4902 76th St. SW",Mukilteo,WA,98275,mukilteochamber.org,,
House,Mukilteo Chiropractic,,8004 Mukilteo Speedway Ste 1,Mukilteo,WA,98275,,,
Amp Harrell,Mukilteo Lighthouse Festival Association,,304 Lincoln Ave.,Mukilteo,WA,98275,http://mukfest.com,,
Stitch Mitchell,Museum of Flight Restoration Center & Reserve Collection,,2909 100th St. SW,Everett,WA,98204,museumofflight.org,,
Deanna Sigel,My Flooring Guy,(425) 471-0393,22405 42nd Pl W,Mount Lake Terrace,WA,,https://www.myflooringguy.com/,,
Chuck Maylin,NAB,(202) 429-5400,1771 N St NW,Washington,DC,20036,www.nab.org,Communication,nab@nab.org
House,NAPA Auto Parts Lynnwood,,,Everett,WA,,,,
Stitch Mitchell,Neatnics Cleaning Service,,"303 4TH AVE N,",Edmonds,WA,98020,https://neatnics-home-and-office-cleaning.business.site/?utm_source=gmb&utm_medium=referral,,
Amp Harrell,Nelson Petroleum,,1125 - 80th St. SW,Everett,WA,,http://www.nelsonpetroleum.com/_index.php,,
Deanna Sigel,New York Life,,10885 NE 4th Suite 1400,Bellevue,WA,98004,https://www.newyorklife.com/,,
Amp Harrell,Next Level Books LLC,(425) 835-2535,,Everett,WA,,nextlevelbooksllc.com,Financial / Insurance,
House,Nickerson Engineering,,2221 Everett Ave,Everett,WA,98201,,,info@nickersonengineering.com
Amp Harrell,Nielsen Bros Flooring,,6812 196th St. SW,Lynnwood,WA,98036,https://www.nielsenbrosflooring.com/,,
Amp Harrell,Nip Tuck Remodeling,(425) 681-7668,11312 180th St SE,Snohomish,WA,98296,https://niptuckremodel.com/,Construction,
House,NOAH Center,,31300 Brandstrom Rd,Stanwood,WA,98292,https://www.thenoahcenter.org/,,
Deanna Sigel,North Creek Roofing,,"16000 MILL CREEK BLVD, STE. 102",Mill Creek,WA,98012,www.northcreekroofing.com,,info@northcreekroofing.com
House,North Pacific,,,,,,,,
Maury Eskenazi,Northwest Barricade and Signs,(425) 659-3773,3011 Broadway,Everett,WA,98201,/northwestbarricadeandsigns.com,,info@northwestbarricadeandsigns.com
Amp Harrell,Northwest Building Supplies Inc,,,Snohomish,WA,,nwbuildingsupplies.com,Construction,
Deanna Sigel,Northwest Complete Construction,(425) 308-0046,,,WA,,,,jjackccurtis@gmail.com
Amp Harrell,Northwest Fishing Charters,(425) 328-4664,336 Admiral Way,Edmonds,WA,98020,https://nwfishingcharters.com/,Travel / Hospitality,Rich@nwfishingcharters.com
House,Northwest Motorsport,,,Puyallup,WA,,http://www.nwmsrocks.com/locations,,
Amp Harrell,Northwest Natural Lighting,,7906 230th St SW,Edmonds,WA,98026,nwnaturallighting.com,,
Maury Eskenazi,Northwest Plus Credit Union,(425) 297-1000,2821 Hewitt Avenue,Everett,WA,98201,www.nwpluscu.com,,
Stitch Mitchell,Northwest Straits Foundation,,1155 N. State St. #402,Bellingham,WA,98225,nwstraitsfoundation.org,,
Amp Harrell,Norwest Kitchen and Remodel,(425) 821-0504,6425 212th St. Southwest,Lynnwood,WA,98036,http://www.norwestknr.com/,Construction,NorwestKitchen@hotmail.com
House,NW Diesel LLC,,4721 56th Pl NE,Marysville,WA,98270,,,
Amp Harrell,NW Outdoor Lighting,(425) 633-6074,,,,,https://www.nwoutdoorlighting.com/,Construction,
House,NW Security and Sound,,1208 10th St Ste 101,Snohomish,WA,98290,http://www.nwsecurityandsound.biz/contact,,
Maury Eskenazi,Olympic Escrow,,427 N. Olympic Ave,,WA,,www.olympicescrow.com,,
Deanna Sigel,Olympic Hot Tub,,23006 67th Place West,Mountlake Terrace,WA,98043,http://www.olympichottub.com/,,
Chuck Maylin,Omnia Group,(800) 525-7117,1501 West Cleveland St.,Tamap,FL,33606,www.omniagroup.com,,
Chuck Maylin,One Sixteen & West,(208) 472-2129,805 West Idaho Street,Boise,ID,83702,www.116andwest.com,,
Stitch Mitchell,Orca Beverage,,11903 Cyrus Way #5,Mukilteo,WA,98275,OrcaBeverage.Com,,
Chuck Maylin,Origin Marketing Communication,(425) 315-6464,934 4th St,Mukilteo,WA,98275,originmarketingcommunication.com,Advertising/Marketing,origin@comcast.net
Deanna Sigel,Overhead Door Company of Everett,(425) 252-4454,3303 16th Street,Everett,WA,,http://www.overheaddoorofeverett.com/,Construction,
Stitch Mitchell,Own the Night Productions,(206) 450-4433,,,WA,,ownthenightpro.com,,paul@otnpro.com
Chuck Maylin,Pacific Copy & Printing,(425) 252-5898,3811-A Broadway,Everett,WA,98201,www.paccopy.com,,
Amp Harrell,Pacific Crest Financial Advisors,,"3002 Colby Ave, Suite 305",Everett,WA,98201,http://www.pacificcrestfa.com/,,
House,Pacific Crest Savings Bank,,3500 188th St. SW #575,Lynnwood,WA,98037,paccrest.com,,
Maury Eskenazi,Pacific Medical Center,,1200 12th Avenue S,"Seattle,",WA,98144,,,
Stitch Mitchell,Pacific Plumbing,,,,WA,,pacificplumbing.com,,
Maury Eskenazi,Pacific Power Batteries,(800) 326-7406,3729 Broadway,Everett,WA,98201,www.pacificpowerbatteries.com,,everett@pacificpowerbatteries.com
House,Pacific Ridge Homes,(425) 438-8444,17921 Bothell-Everett Highway,Everett,WA,,https://www.drhorton.com,,
Chuck Maylin,Paesano Coffee & Cafe,,14655 Fryelands Blvd SE,Monroe,WA,98272,,,
Stitch Mitchell,Paine Field,(425) 388-5373,3220 100th St. SW Suite A,Everett,WA98204,,www.painefield.com,,
Stitch Mitchell,Paine Field,,"3220 100th St. SW, Suite A",Everett,WA,98204,www.painefield.com,,
House,Papa Murphy's Pizza - Mukilteo,,12721 Mukilteo Speedway,Lynnwood,WA,98087,http://www.papamurphys.com/,,
House,Paramount Theatre,(206) 467-5510,901 Pine Street,Seattle,WA,98101,,,
